item_id,admlog_id,vertical,action,to_moderation_datetime,action_datetime,user_group,user_id,ModerSourceEventType,moderation_duration,moderation_type
15460500027,159150187423,Goods,allowed,2024-09-24 15:55:30,2024-09-24 15:56:38,cron,1250226,update,0 days 00:01:08,ML
15460500027,159171768775,Goods,allowed,2024-09-24 16:02:54,2024-09-24 16:03:58,cron,1250226,update,0 days 00:01:04,ML
15460500027,159800431822,Goods,allowed,2024-09-28 12:00:13,2024-09-28 12:01:15,cron,1250226,activation,0 days 00:01:02,ML
15588001462,155845838866,Goods,allowed,2024-09-02 09:38:37,2024-09-02 09:39:44,cron,560250190,activation,0 days 00:01:07,ML
15642001377,156258577865,Goods,allowed,2024-09-04 21:03:24,2024-09-04 21:04:29,cron,380928957,update,0 days 00:01:05,ML
15642001377,159328382939,Goods,allowed,2024-09-25 15:24:54,2024-09-25 15:25:58,cron,380928957,activation,0 days 00:01:04,ML
15780002192,156616064455,Goods,allowed,2024-09-07 07:25:17,2024-09-07 07:26:24,cron,380722053,update,0 days 00:01:07,ML
15806750437,156338794765,Goods,allowed,2024-09-05 11:16:29,2024-09-05 11:17:38,cron,1591189,activation,0 days 00:01:09,ML
16139253127,160055695577,Goods,allowed,2024-09-30 05:01:56,2024-09-30 05:02:57,cron,2071416,activation,0 days 00:01:01,ML
16428752787,157445802430,Goods,allowed,2024-09-12 18:30:38,2024-09-12 18:31:45,cron,4255560,activation,0 days 00:01:07,ML
16448500972,156091908880,Goods,allowed,2024-09-03 21:51:54,2024-09-03 21:52:59,cron,2773290,activation,0 days 00:01:05,ML
16508750942,157965043347,Goods,allowed,2024-09-16 16:15:17,2024-09-16 16:16:23,cron,3757000239,activation,0 days 00:01:06,ML
16695250607,157681194225,Goods,allowed,2024-09-14 17:46:56,2024-09-14 17:48:02,cron,148500288,activation,0 days 00:01:06,ML
16790005597,158672724979,Goods,allowed,2024-09-21 10:16:17,2024-09-21 10:17:22,cron,389235459,update,0 days 00:01:05,ML
16790005597,158697503598,Goods,allowed,2024-09-21 10:30:46,2024-09-21 10:31:53,cron,389235459,activation,0 days 00:01:07,ML
16801256007,156323972265,Goods,allowed,2024-09-05 09:13:56,2024-09-05 09:15:03,cron,2263268,activation,0 days 00:01:07,ML
16813750117,158874144528,Realty,allowed,2024-09-22 18:53:37,2024-09-22 18:55:34,cron,15354500306,activation,0 days 00:01:57,ML
17014002952,158874603340,Goods,allowed,2024-09-22 18:38:49,2024-09-22 18:39:56,cron,11148250160,activation,0 days 00:01:07,ML
17015252847,155763483352,Goods,allowed,2024-09-01 20:27:19,2024-09-01 20:28:23,cron,3002200,activation,0 days 00:01:04,ML
17099501077,157264644756,Goods,allowed,2024-09-11 13:47:35,2024-09-11 13:49:39,cron,3521833,update,0 days 00:02:04,ML
17099501077,159035061760,Goods,allowed,2024-09-23 19:25:22,2024-09-23 19:26:32,cron,3521833,activation,0 days 00:01:10,ML
17156500637,157231873421,Goods,allowed,2024-09-11 11:52:57,2024-09-11 11:54:02,cron,1650791,activation,0 days 00:01:05,ML
17280506328,156349140487,Goods,allowed,2024-09-05 11:56:00,2024-09-05 11:57:05,cron,2040535,activation,0 days 00:01:05,ML
17319503258,157118036539,Goods,allowed,2024-09-10 15:54:22,2024-09-10 15:55:28,cron,387958455,activation,0 days 00:01:06,ML
17533002333,156105462226,Goods,allowed,2024-09-03 23:52:19,2024-09-03 23:53:25,cron,1865083,activation,0 days 00:01:06,ML
17575002048,156217906691,Goods,allowed,2024-09-04 16:50:43,2024-09-04 17:05:55,cron,58250358,activation,0 days 00:15:12,ML
17677002333,158511281818,Goods,allowed,2024-09-20 01:09:17,2024-09-20 01:10:26,cron,15595750489,activation,0 days 00:01:09,ML
17749252478,157549895611,Goods,allowed,2024-09-13 14:30:31,2024-09-13 14:31:36,cron,2549750187,activation,0 days 00:01:05,ML
17758004053,157038705908,Goods,allowed,2024-09-10 06:17:51,2024-09-10 06:19:00,cron,375585166,activation,0 days 00:01:09,ML
17768501143,158993562072,Goods,allowed,2024-09-23 14:52:50,2024-09-23 15:02:22,cron,377396816,activation,0 days 00:09:32,ML
17789750133,155847191260,Goods,allowed,2024-09-02 10:11:16,2024-09-02 10:12:22,cron,8759250086,update,0 days 00:01:06,ML
17789750133,158374862650,Goods,allowed,2024-09-19 07:10:57,2024-09-19 07:12:04,cron,8759250086,activation,0 days 00:01:07,ML
17809752578,155842668896,Goods,allowed,2024-09-02 10:03:37,2024-09-02 10:04:42,cron,4500349,activation,0 days 00:01:05,ML
17880500553,155876056484,Services,allowed,2024-09-02 14:26:17,2024-09-02 14:27:21,cron,381648705,update,0 days 00:01:04,ML
17970002358,157965514884,Goods,allowed,2024-09-16 16:04:25,2024-09-16 16:05:29,cron,383435178,activation,0 days 00:01:04,ML
17985502158,157444577939,Goods,allowed,2024-09-12 18:44:10,2024-09-12 18:45:16,cron,8994500018,activation,0 days 00:01:06,ML
18369000773,157661084544,Goods,allowed,2024-09-14 10:04:07,2024-09-14 10:05:13,cron,365009832,activation,0 days 00:01:06,ML
18398000773,157890213496,Goods,allowed,2024-09-16 09:41:52,2024-09-16 09:43:00,cron,2097240,activation,0 days 00:01:08,ML
18466502613,157775833394,Goods,allowed,2024-09-15 13:54:46,2024-09-15 13:55:51,cron,1537192,activation,0 days 00:01:05,ML
18671500848,157147750878,Goods,allowed,2024-09-10 17:50:25,2024-09-10 17:51:30,cron,167000153,activation,0 days 00:01:05,ML
18879001893,157650935482,Goods,allowed,2024-09-14 15:57:43,2024-09-14 15:58:49,cron,1655116,activation,0 days 00:01:06,ML
18879001893,158124260682,Goods,allowed,2024-09-17 16:03:35,2024-09-17 16:04:41,cron,1655116,update,0 days 00:01:06,ML
18899500223,158401648794,Goods,allowed,2024-09-19 11:53:10,2024-09-19 12:17:53,cron,18750428,activation,0 days 00:24:43,ML
18899501363,158517162411,Realty,allowed,2024-09-20 07:13:04,2024-09-20 07:14:13,cron,17349750206,activation,0 days 00:01:09,ML
18939500193,157839088325,Realty,allowed,2024-09-16 00:38:13,2024-09-16 00:39:17,cron,9354250044,activation,0 days 00:01:04,ML
18939500193,158124245802,Realty,allowed,2024-09-17 16:55:34,2024-09-17 17:09:00,cron,9354250044,update,0 days 00:13:26,ML
19188250028,155832351234,Goods,allowed,2024-09-02 08:27:20,2024-09-02 08:28:23,cron,1774411,activation,0 days 00:01:03,ML
19286250248,159512371911,Goods,allowed,2024-09-26 15:53:33,2024-09-26 15:54:37,cron,384294048,activation,0 days 00:01:04,ML
19717002633,159477311624,Goods,allowed,2024-09-26 05:13:37,2024-09-26 05:14:40,cron,374545921,activation,0 days 00:01:03,ML
19718753678,158107401631,Goods,allowed,2024-09-17 11:47:43,2024-09-17 11:48:47,cron,509760,activation,0 days 00:01:04,ML
19721750973,158484576568,Goods,allowed,2024-09-19 21:54:45,2024-09-19 21:55:48,cron,374245042,activation,0 days 00:01:03,ML
19738750713,158990522232,Services,allowed,2024-09-23 14:31:29,2024-09-23 14:47:18,cron,1813912,activation,0 days 00:15:49,ML
19882001013,156419384203,Goods,allowed,2024-09-05 21:29:31,2024-09-05 21:30:35,cron,18352000156,activation,0 days 00:01:04,ML
20216753853,159125875806,Goods,allowed,2024-09-24 12:23:31,2024-09-24 12:24:36,cron,1969500057,activation,0 days 00:01:05,ML
20457250423,156944139303,Goods,allowed,2024-09-09 15:14:37,2024-09-09 15:15:43,cron,1794337,update,0 days 00:01:06,ML
20457250423,157082604064,Goods,allowed,2024-09-10 10:52:32,2024-09-10 10:53:37,cron,1794337,activation,0 days 00:01:05,ML
20839000573,157305798827,Goods,allowed,2024-09-11 18:11:45,2024-09-11 18:12:53,cron,1259015,activation,0 days 00:01:08,ML
20856500128,159241387555,Goods,allowed,2024-09-25 00:03:34,2024-09-25 00:04:35,cron,376143971,activation,0 days 00:01:01,ML
20894000433,155716359021,Goods,allowed,2024-09-01 10:51:32,2024-09-01 10:52:38,cron,11443500140,update,0 days 00:01:06,ML
20894000433,157041133299,Goods,allowed,2024-09-10 04:20:51,2024-09-10 04:21:59,cron,11443500140,activation,0 days 00:01:08,ML
20894000433,158402798311,Goods,allowed,2024-09-19 11:07:46,2024-09-19 11:27:43,cron,11443500140,update,0 days 00:19:57,ML
20894000433,158974367288,Goods,allowed,2024-09-23 11:56:08,2024-09-23 11:57:12,cron,11443500140,update,0 days 00:01:04,ML
21011250183,158908109698,Goods,allowed,2024-09-23 00:23:55,2024-09-23 00:25:00,cron,1557059,activation,0 days 00:01:05,ML
21276001698,157517883111,Goods,allowed,2024-09-13 11:55:17,2024-09-13 11:56:21,cron,500061,activation,0 days 00:01:04,ML
21325250658,159201808573,Realty,allowed,2024-09-24 18:55:49,2024-09-24 18:56:54,cron,375476922,activation,0 days 00:01:05,ML
21389750018,158439954461,Realty,allowed,2024-09-19 11:59:15,2024-09-19 17:30:54,RE. Moderation Darya Zubova,370820553,activation,0 days 05:31:39,manual
21389750018,158567560898,Realty,allowed,2024-09-20 15:28:12,2024-09-20 15:29:16,cron,370820553,update,0 days 00:01:04,ML
21389750018,159612235946,Realty,allowed,2024-09-27 09:33:38,2024-09-27 09:34:41,cron,370820553,update,0 days 00:01:03,ML
21513000064,159810148733,Goods,allowed,2024-09-28 13:57:01,2024-09-28 13:58:04,cron,18715000115,activation,0 days 00:01:03,ML
22100001219,159925690429,Goods,allowed,2024-09-29 09:01:30,2024-09-29 09:02:34,cron,751940,activation,0 days 00:01:04,ML
22100001219,159972379745,Goods,allowed,2024-09-29 12:38:48,2024-09-29 12:39:49,cron,751940,update,0 days 00:01:01,ML
22598500394,156626013455,Goods,allowed,2024-09-07 10:45:55,2024-09-07 10:46:59,cron,3756133,activation,0 days 00:01:04,ML
22765001469,159791707926,Services,allowed,2024-09-28 12:15:22,2024-09-28 12:16:24,cron,366235219,activation,0 days 00:01:02,ML
22773000129,158138957367,Goods,allowed,2024-09-17 18:07:27,2024-09-17 18:10:46,cron,1514399,activation,0 days 00:03:19,ML
22918251139,159499555627,Goods,allowed,2024-09-26 11:52:19,2024-09-26 11:53:20,cron,272250481,activation,0 days 00:01:01,ML
22944504419,157162564394,Realty,allowed,2024-09-10 19:53:24,2024-09-10 19:54:31,cron,4661500054,activation,0 days 00:01:07,ML
23105500339,159443133886,Services,allowed,2024-09-26 09:18:58,2024-09-26 09:19:59,cron,8000241,activation,0 days 00:01:01,ML
23147250999,155864652047,Realty,allowed,2024-09-02 11:33:23,2024-09-02 11:34:43,cron,1600750179,update,0 days 00:01:20,ML
23398500869,159551534400,Goods,allowed,2024-09-26 22:12:09,2024-09-26 22:13:11,cron,1771121,activation,0 days 00:01:02,ML
24053750889,155718081921,Goods,allowed,2024-09-01 10:35:43,2024-09-01 10:36:48,cron,250250100,activation,0 days 00:01:05,ML
24053750889,156755879099,Goods,allowed,2024-09-08 09:26:07,2024-09-08 09:27:15,cron,250250100,update,0 days 00:01:08,ML
24053750889,156778767287,Goods,allowed,2024-09-08 10:32:51,2024-09-08 10:33:55,cron,250250100,update,0 days 00:01:04,ML
24053750889,157413756640,Goods,allowed,2024-09-12 12:01:52,2024-09-12 12:02:59,cron,250250100,update,0 days 00:01:07,ML
24053750889,158075769735,Goods,allowed,2024-09-17 07:10:08,2024-09-17 07:11:14,cron,250250100,update,0 days 00:01:06,ML
24053750889,158210464816,Goods,allowed,2024-09-18 06:29:34,2024-09-18 06:30:40,cron,250250100,update,0 days 00:01:06,ML
24369000234,155727084231,Services,allowed,2024-09-01 10:37:15,2024-09-01 10:38:22,cron,276250564,activation,0 days 00:01:07,ML
24665250594,155732491523,Goods,allowed,2024-09-01 14:38:38,2024-09-01 14:39:43,cron,375819542,activation,0 days 00:01:05,ML
24673500224,156759793622,Goods,allowed,2024-09-08 10:49:14,2024-09-08 10:50:20,cron,3450,activation,0 days 00:01:06,ML
25030750569,159379126103,Goods,allowed,2024-09-25 21:24:12,2024-09-25 21:25:15,cron,1647893,activation,0 days 00:01:03,ML
25036000829,159457032604,Goods,allowed,2024-09-26 11:41:37,2024-09-26 11:42:38,cron,1647893,activation,0 days 00:01:01,ML
25078501209,159379135223,Goods,allowed,2024-09-25 21:26:52,2024-09-25 21:27:55,cron,1647893,activation,0 days 00:01:03,ML
25330000354,157811510251,Goods,allowed,2024-09-15 16:00:15,2024-09-15 16:01:20,cron,1647893,activation,0 days 00:01:05,ML
25831000525,155933615433,Goods,allowed,2024-09-02 22:23:15,2024-09-02 22:24:19,cron,387284969,activation,0 days 00:01:04,ML
26255500630,159794262474,Goods,allowed,2024-09-28 10:36:32,2024-09-28 10:38:18,cron,19776000278,activation,0 days 00:01:46,ML
26712500890,159460510549,Goods,allowed,2024-09-26 13:12:14,2024-09-26 13:13:15,cron,389231307,activation,0 days 00:01:01,ML
26877000070,156779522921,Goods,allowed,2024-09-08 12:56:14,2024-09-08 12:57:20,cron,3001388,activation,0 days 00:01:06,ML
26928250240,159439051366,Goods,allowed,2024-09-26 10:10:31,2024-09-26 10:11:33,cron,25413250061,activation,0 days 00:01:02,ML
27642000445,160073928734,Goods,allowed,2024-09-30 07:31:03,2024-09-30 07:32:03,cron,3274512,activation,0 days 00:01:00,ML
28832750555,156165144204,Goods,allowed,2024-09-04 09:21:03,2024-09-04 09:22:08,cron,1754442,activation,0 days 00:01:05,ML
29052251290,156480888397,Goods,allowed,2024-09-06 10:12:48,2024-09-06 10:13:52,cron,9144500044,activation,0 days 00:01:04,ML
29355750435,156699910899,Services,allowed,2024-09-07 19:12:23,2024-09-07 19:13:31,cron,16305250383,activation,0 days 00:01:08,ML
29355750435,158994703349,Services,allowed,2024-09-23 15:55:55,2024-09-23 15:57:00,cron,16305250383,update,0 days 00:01:05,ML
29355750435,159000750423,Services,allowed,2024-09-23 16:02:19,2024-09-23 16:03:24,cron,16305250383,update,0 days 00:01:05,ML
29355750435,159003760164,Services,allowed,2024-09-23 16:06:43,2024-09-23 16:07:55,cron,16305250383,update,0 days 00:01:12,ML
29355750435,159001521650,Services,allowed,2024-09-23 16:12:15,2024-09-23 16:13:22,cron,16305250383,update,0 days 00:01:07,ML
29355750435,159006315265,Services,allowed,2024-09-23 16:27:52,2024-09-23 16:28:58,cron,16305250383,update,0 days 00:01:06,ML
29409250635,156553588493,Goods,allowed,2024-09-06 18:25:23,2024-09-06 18:26:28,cron,2273294,activation,0 days 00:01:05,ML
29567500890,155767944112,Goods,allowed,2024-09-01 20:04:38,2024-09-01 20:05:41,cron,367335395,activation,0 days 00:01:03,ML
29569000920,159531058957,Goods,allowed,2024-09-26 19:31:56,2024-09-26 19:32:57,cron,11501125,activation,0 days 00:01:01,ML
29785000590,157905677120,Goods,allowed,2024-09-16 10:47:21,2024-09-16 10:49:34,cron,19750239,activation,0 days 00:02:13,ML
29817250180,157294565537,Goods,allowed,2024-09-11 18:23:24,2024-09-11 18:24:29,cron,28280250075,activation,0 days 00:01:05,ML
30751250786,158681730502,Goods,allowed,2024-09-21 12:14:55,2024-09-21 12:16:01,cron,364927030,activation,0 days 00:01:06,ML
31000250591,158830948769,Goods,allowed,2024-09-22 13:57:02,2024-09-22 13:58:36,cron,374720894,activation,0 days 00:01:34,ML
31073750031,156028871773,Realty,allowed,2024-09-03 12:38:44,2024-09-03 12:39:47,cron,383935536,activation,0 days 00:01:03,ML
31299250596,159721584637,Goods,allowed,2024-09-27 21:22:30,2024-09-27 21:23:32,cron,370967243,activation,0 days 00:01:02,ML
31738250211,156809462469,Goods,allowed,2024-09-08 17:42:17,2024-09-08 17:43:23,cron,17412,activation,0 days 00:01:06,ML
31863000561,155908646457,Goods,allowed,2024-09-02 17:08:54,2024-09-02 17:10:00,cron,1513349,activation,0 days 00:01:06,ML
31969000161,159617465507,Goods,allowed,2024-09-27 10:51:38,2024-09-27 10:52:41,cron,401471468,activation,0 days 00:01:03,ML
32629750091,159332179799,Goods,allowed,2024-09-25 15:39:04,2024-09-25 15:40:08,cron,11539500114,activation,0 days 00:01:04,ML
32820501001,159467025122,Goods,allowed,2024-09-26 15:07:37,2024-09-26 15:08:38,cron,382012185,activation,0 days 00:01:01,ML
33329000836,159270977226,Goods,allowed,2024-09-25 08:14:45,2024-09-25 08:15:47,cron,2530422,activation,0 days 00:01:02,ML
33774250546,159737226985,Goods,allowed,2024-09-28 00:07:36,2024-09-28 00:08:36,cron,521257,activation,0 days 00:01:00,ML
33841250166,156197349876,Services,allowed,2024-09-04 14:16:40,2024-09-04 14:17:45,cron,5908750416,update,0 days 00:01:05,ML
33841250166,156500886335,Services,allowed,2024-09-06 14:14:22,2024-09-06 14:15:27,cron,5908750416,activation,0 days 00:01:05,ML
33994256036,157324995344,Goods,allowed,2024-09-11 22:57:53,2024-09-11 22:58:57,cron,1250226,activation,0 days 00:01:04,ML
33994256036,159138438407,Goods,allowed,2024-09-24 15:55:37,2024-09-24 15:56:43,cron,1250226,update,0 days 00:01:06,ML
33994256036,159163765311,Goods,allowed,2024-09-24 16:02:00,2024-09-24 16:03:01,cron,1250226,update,0 days 00:01:01,ML
34469000227,158445581573,Services,allowed,2024-09-19 16:39:06,2024-09-19 16:40:12,cron,365341221,activation,0 days 00:01:06,ML
34541250137,158852109384,Goods,allowed,2024-09-22 16:43:42,2024-09-22 16:44:49,cron,1559483,activation,0 days 00:01:07,ML
35678000962,159459413969,Goods,allowed,2024-09-26 14:17:42,2024-09-26 14:18:43,cron,9165000115,activation,0 days 00:01:01,ML
35841750877,155780809619,Goods,allowed,2024-09-01 21:12:19,2024-09-01 21:13:25,cron,252250,activation,0 days 00:01:06,ML
36294250232,157352401579,Goods,allowed,2024-09-12 04:44:33,2024-09-12 04:45:38,cron,371484290,activation,0 days 00:01:05,ML
36449750097,157619183886,Goods,allowed,2024-09-14 06:40:58,2024-09-14 06:42:03,cron,354000400,update,0 days 00:01:05,ML
36628250407,157245591936,Goods,allowed,2024-09-11 11:37:16,2024-09-11 11:38:21,cron,386651015,activation,0 days 00:01:05,ML
37307501282,159933084709,Goods,allowed,2024-09-29 10:10:39,2024-09-29 10:11:41,cron,59250320,activation,0 days 00:01:02,ML
37541500717,159144924625,Goods,allowed,2024-09-24 09:29:53,2024-09-24 09:33:05,cron,257961,activation,0 days 00:03:12,ML
37566500317,156590164372,Goods,allowed,2024-09-06 20:52:13,2024-09-06 20:53:18,cron,373085934,activation,0 days 00:01:05,ML
37652250012,157900727122,Goods,allowed,2024-09-16 11:12:07,2024-09-16 11:13:15,cron,371307427,update,0 days 00:01:08,ML
38339750662,155717792729,Goods,allowed,2024-09-01 12:35:29,2024-09-01 12:36:35,cron,2017774,activation,0 days 00:01:06,ML
38538501452,160187481589,Goods,allowed,2024-09-30 21:20:26,2024-09-30 21:21:26,cron,20248000003,activation,0 days 00:01:00,ML
38609500107,155764593083,Goods,allowed,2024-09-01 19:01:38,2024-09-01 19:02:43,cron,14148000046,update,0 days 00:01:05,ML
38609500107,156802866818,Goods,allowed,2024-09-08 16:49:53,2024-09-08 16:50:58,cron,14148000046,activation,0 days 00:01:05,ML
38771750068,157436722286,Goods,allowed,2024-09-12 17:58:13,2024-09-12 17:59:18,cron,12080000034,activation,0 days 00:01:05,ML
39130750978,160126206247,Vacancies,allowed,2024-09-30 13:19:09,2024-09-30 13:22:55,cron,11151750081,update,0 days 00:03:46,ML
39589500273,157403068057,Goods,allowed,2024-09-12 12:34:40,2024-09-12 12:35:46,cron,30831750170,activation,0 days 00:01:06,ML
40531750003,157497419438,Realty,allowed,2024-09-13 10:09:34,2024-09-13 10:10:52,cron,368265146,activation,0 days 00:01:18,ML
40637750058,160030964018,Goods,allowed,2024-09-29 22:00:16,2024-09-29 22:01:16,cron,16950750166,activation,0 days 00:01:00,ML
40758750853,160016035565,Goods,allowed,2024-09-29 17:50:10,2024-09-29 17:51:13,cron,751940,activation,0 days 00:01:03,ML
40849750563,157236590750,Goods,allowed,2024-09-11 09:53:25,2024-09-11 09:54:29,cron,17710,activation,0 days 00:01:04,ML
41096500243,158558680023,Services,allowed,2024-09-20 12:02:55,2024-09-20 12:04:01,cron,401839560,activation,0 days 00:01:06,ML
41714000163,159151686783,Goods,allowed,2024-09-24 15:55:39,2024-09-24 15:56:41,cron,1250226,update,0 days 00:01:02,ML
41714000163,159163007460,Goods,allowed,2024-09-24 16:00:07,2024-09-24 16:01:11,cron,1250226,update,0 days 00:01:04,ML
41714000163,159792900755,Goods,allowed,2024-09-28 11:44:08,2024-09-28 11:45:11,cron,1250226,activation,0 days 00:01:03,ML
41945750283,160093814402,Goods,allowed,2024-09-30 09:24:42,2024-09-30 09:25:43,cron,3251238,activation,0 days 00:01:01,ML
42007000038,155712853793,Goods,allowed,2024-09-01 08:37:23,2024-09-01 08:38:28,cron,1655116,activation,0 days 00:01:05,ML
42030000578,159942333791,CVs,allowed,2024-09-29 12:16:34,2024-09-29 12:17:35,cron,40586750128,update,0 days 00:01:01,ML
42030000578,159938342305,CVs,allowed,2024-09-29 12:19:42,2024-09-29 12:20:42,cron,40586750128,update,0 days 00:01:00,ML
42215500363,158237405761,Goods,allowed,2024-09-18 09:16:14,2024-09-18 09:17:18,cron,370094944,update,0 days 00:01:04,ML
42957250624,157040207072,Goods,allowed,2024-09-10 06:19:04,2024-09-10 06:20:09,cron,16246750225,activation,0 days 00:01:05,ML
43153250289,156144579054,Goods,allowed,2024-09-04 07:18:42,2024-09-04 07:19:49,cron,41716250197,activation,0 days 00:01:07,ML
43442750149,158584070608,Goods,allowed,2024-09-20 15:32:48,2024-09-20 15:33:55,cron,366298560,activation,0 days 00:01:07,ML
43475500644,155932313652,Goods,allowed,2024-09-02 18:25:19,2024-09-02 18:26:25,cron,2260196,activation,0 days 00:01:06,ML
43685250479,157463890695,Goods,allowed,2024-09-12 21:49:25,2024-09-12 21:50:30,cron,2766490,activation,0 days 00:01:05,ML
44121250434,158457192257,Goods,allowed,2024-09-19 18:59:14,2024-09-19 19:00:20,cron,1777088,activation,0 days 00:01:06,ML
45292001124,156051606293,Goods,allowed,2024-09-03 16:40:38,2024-09-03 16:41:42,cron,1700250250,activation,0 days 00:01:04,ML
45344250429,156752767084,Goods,allowed,2024-09-08 15:23:09,2024-09-08 15:24:13,cron,1501151,activation,0 days 00:01:04,ML
45453500124,158460779593,Goods,allowed,2024-09-19 17:55:45,2024-09-19 17:56:51,cron,1503461,activation,0 days 00:01:06,ML
45636250164,159875061627,Goods,allowed,2024-09-28 22:04:19,2024-09-28 22:05:21,cron,175250323,activation,0 days 00:01:02,ML
45876000394,160100753328,Goods,allowed,2024-09-30 10:14:44,2024-09-30 10:15:45,cron,1929925,activation,0 days 00:01:01,ML
46242250029,158893517226,Goods,allowed,2024-09-22 18:06:28,2024-09-22 18:07:34,cron,1632312,activation,0 days 00:01:06,ML
46761253884,158105204141,Goods,allowed,2024-09-17 12:24:30,2024-09-17 12:25:34,cron,20950750051,activation,0 days 00:01:04,ML
46973250274,158605148720,Goods,allowed,2024-09-20 19:43:28,2024-09-20 19:44:32,cron,16226750020,update,0 days 00:01:04,ML
47241750685,158042453930,Goods,allowed,2024-09-17 06:28:17,2024-09-17 06:29:23,cron,36626500226,activation,0 days 00:01:06,ML
47281750255,157375114433,Goods,allowed,2024-09-12 07:30:55,2024-09-12 07:32:01,cron,348500156,activation,0 days 00:01:06,ML
47433501310,158382965281,Goods,allowed,2024-09-19 09:17:53,2024-09-19 09:19:35,cron,4559250065,activation,0 days 00:01:42,ML
47460001165,159224546681,Goods,allowed,2024-09-24 23:18:31,2024-09-24 23:19:34,cron,7440250085,activation,0 days 00:01:03,ML
47491001035,156369267097,Goods,allowed,2024-09-05 14:45:32,2024-09-05 14:46:49,cron,380137884,activation,0 days 00:01:17,ML
47646000625,159435335618,Goods,allowed,2024-09-26 07:38:24,2024-09-26 07:39:25,cron,1829118,activation,0 days 00:01:01,ML
47712250360,157260855649,Goods,allowed,2024-09-11 13:33:20,2024-09-11 13:34:28,cron,76750117,activation,0 days 00:01:08,ML
47829000595,156431626111,Goods,allowed,2024-09-05 23:19:01,2024-09-05 23:20:07,cron,1647893,activation,0 days 00:01:06,ML
48095500835,157952784040,Goods,allowed,2024-09-16 15:37:44,2024-09-16 15:38:51,cron,2019730,activation,0 days 00:01:07,ML
48098503610,159820057687,Goods,allowed,2024-09-28 15:18:53,2024-09-28 15:19:55,cron,365519581,activation,0 days 00:01:02,ML
48109251150,155781250446,Goods,allowed,2024-09-01 20:37:59,2024-09-01 20:39:04,cron,4007053,update,0 days 00:01:05,ML
48109251150,155784128492,Goods,allowed,2024-09-01 21:50:03,2024-09-01 21:51:08,cron,4007053,activation,0 days 00:01:05,ML
48623500630,158763141867,Goods,allowed,2024-09-21 20:25:04,2024-09-21 20:26:09,cron,14325500057,activation,0 days 00:01:05,ML
49534000850,160025831796,Goods,allowed,2024-09-29 21:13:53,2024-09-29 21:14:57,cron,378444214,activation,0 days 00:01:04,ML
49579250705,159388031672,Goods,allowed,2024-09-25 22:38:15,2024-09-25 22:39:15,cron,1755976,activation,0 days 00:01:00,ML
49683500045,158990910625,Goods,allowed,2024-09-23 14:00:12,2024-09-23 14:02:09,cron,1814896,activation,0 days 00:01:57,ML
49683500045,158981936563,Goods,allowed,2024-09-23 14:09:12,2024-09-23 14:12:44,cron,1814896,update,0 days 00:03:32,ML
50000250060,158092249869,Goods,allowed,2024-09-17 15:01:59,2024-09-17 15:03:04,cron,1017250001,activation,0 days 00:01:05,ML
50168250275,158712828519,Goods,allowed,2024-09-21 13:05:48,2024-09-21 13:06:54,cron,283000290,activation,0 days 00:01:06,ML
50364750650,157674650069,Goods,allowed,2024-09-14 08:54:50,2024-09-14 08:55:55,cron,385915177,activation,0 days 00:01:05,ML
50869000005,157650898643,Goods,allowed,2024-09-14 15:37:10,2024-09-14 15:38:14,cron,2034338,activation,0 days 00:01:04,ML
50972000220,158143707840,Goods,allowed,2024-09-17 21:07:39,2024-09-17 21:08:43,cron,21697750142,activation,0 days 00:01:04,ML
51292001535,155927759611,Vacancies,allowed,2024-09-02 17:57:51,2024-09-02 17:59:17,cron,20202250087,activation,0 days 00:01:26,ML
51292001535,156329187367,Vacancies,allowed,2024-09-05 10:29:29,2024-09-05 10:34:03,JO.Moderation Kononenko Evgeniy,20202250087,update,0 days 00:04:34,manual
51292001535,158417550578,Vacancies,allowed,2024-09-19 13:08:47,2024-09-19 13:21:21,cron,20202250087,update,0 days 00:12:34,ML
51292001535,159163051725,Vacancies,allowed,2024-09-24 16:15:46,2024-09-24 16:16:47,cron,20202250087,update,0 days 00:01:01,ML
51292001535,159299137213,Vacancies,allowed,2024-09-25 10:23:53,2024-09-25 10:24:55,cron,20202250087,update,0 days 00:01:02,ML
51453250025,157644233666,Goods,allowed,2024-09-14 11:28:32,2024-09-14 11:29:37,cron,48500482,activation,0 days 00:01:05,ML
51659250421,156922056792,Goods,allowed,2024-09-09 11:10:37,2024-09-09 11:11:42,cron,2002771,activation,0 days 00:01:05,ML
51928000411,157524452512,Goods,allowed,2024-09-13 12:36:11,2024-09-13 12:37:17,cron,384149130,activation,0 days 00:01:06,ML
52061750046,156907498072,Goods,allowed,2024-09-09 10:44:31,2024-09-09 10:46:31,cron,257114,activation,0 days 00:02:00,ML
52133001216,158714114061,Goods,allowed,2024-09-21 13:23:00,2024-09-21 13:24:02,cron,5502090,activation,0 days 00:01:02,ML
52469500491,156937515087,Goods,allowed,2024-09-09 12:39:45,2024-09-09 12:40:50,cron,2152250,update,0 days 00:01:05,ML
53371500231,158294644091,Goods,allowed,2024-09-18 17:12:30,2024-09-18 17:13:35,cron,3846750093,activation,0 days 00:01:05,ML
54089004411,157986364238,Goods,allowed,2024-09-16 18:16:18,2024-09-16 18:17:22,cron,21724500098,activation,0 days 00:01:04,ML
